REF_DATE,GEO,DGUID,Condominium status,Residency status,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017,Vaughan,2011A00053519028,Not condominium,"Total, all residency status categories",Median value,Dollars,81,units ,0,v116891431,5.3.1.2,824000,,,,0
2017,Vaughan,2011A00053519028,Not condominium,"Total, all residency status categories",Average value,Dollars,81,units ,0,v116891432,5.3.1.3,909600,,,,0
2017,Vaughan,2011A00053519028,Not condominium,"Total, all residency status categories",Total value,Dollars,81,units ,0,v116891433,5.3.1.4,75229239100,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Resident,Number,Number,223,units ,0,v116891434,5.3.2.1,81719,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Resident,Median value,Dollars,81,units ,0,v116891435,5.3.2.2,824000,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Resident,Average value,Dollars,81,units ,0,v116891436,5.3.2.3,909400,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Resident,Total value,Dollars,81,units ,0,v116891437,5.3.2.4,74316539600,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Non-resident,Number,Number,223,units ,0,v116891438,5.3.3.1,990,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Non-resident,Median value,Dollars,81,units ,0,v116891439,5.3.3.2,826000,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Non-resident,Average value,Dollars,81,units ,0,v116891440,5.3.3.3,921900,,,,0
2017,Vaughan,2011A00053519028,Not condominium,Non-resident,Total value,Dollars,81,units ,0,v116891441,5.3.3.4,912699500,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses","Total, all residency status categories",Number,Number,223,units ,0,v116891442,6.1.1.1,101142,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses","Total, all residency status categories",Median value,Dollars,81,units ,0,v116891443,6.1.1.2,799000,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses","Total, all residency status categories",Average value,Dollars,81,units ,0,v116891444,6.1.1.3,850200,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses","Total, all residency status categories",Total value,Dollars,81,units ,0,v116891445,6.1.1.4,85991876700,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Resident,Number,Number,223,units ,0,v116891446,6.1.2.1,98396,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Resident,Median value,Dollars,81,units ,0,v116891447,6.1.2.2,800000,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Resident,Average value,Dollars,81,units ,0,v116891448,6.1.2.3,851200,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Resident,Total value,Dollars,81,units ,0,v116891449,6.1.2.4,83751941700,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Non-resident,Number,Number,223,units ,0,v116891450,6.1.3.1,2746,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Non-resident,Median value,Dollars,81,units ,0,v116891451,6.1.3.2,750500,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Non-resident,Average value,Dollars,81,units ,0,v116891452,6.1.3.3,815700,,,,0
2017,Markham,2011A00053519036,"Total, all condominium statuses",Non-resident,Total value,Dollars,81,units ,0,v116891453,6.1.3.4,2239935000,,,,0
2017,Markham,2011A00053519036,Condominium,"Total, all residency status categories",Number,Number,223,units ,0,v116891454,6.2.1.1,18743,,,,0
